0.00099108,0
0.00198216,0
0.00297324,0
0.00396432,0
0.0049554,0
0.00594648,0
0.00693756,0
0.00792864,0
0.00891972,0
0.0099108,0
0.0109019,0
0.011893,0
0.012884,0
0.0138751,0
0.0148662,0
0.0158573,0
0.0168484,0
0.0178394,0
0.0188305,0
0.0198216,0
0.0208127,0
0.0218038,0
0.0227948,0
0.0237859,0
0.024777,0
0.0257681,0
0.0267592,0
0.0277502,1
0.0287413,1
0.0297324,1
0.0307235,1
0.0317146,1
0.0327056,1
0.0336967,1
0.0346878,1
0.0356789,1
0.03667,1
0.037661,1
0.0386521,1
0.0396432,1
0.0406343,1
0.0416254,1
0.0426165,1
0.0436075,1
0.0445986,1
0.0455897,1
0.0465808,1
0.0475719,1
0.0485629,1
0.049554,1
0.0505451,1
0.0515362,1
0.0525273,1
0.0535183,1
0.0545094,1
0.0555005,1
0.0564916,1
0.0574827,1
0.0584737,1
0.0594648,1
0.0604559,1
0.061447,1
0.0624381,1
0.0634291,1
0.0644202,1
0.0654113,1
0.0664024,2
0.0673935,2
0.0683845,2
0.0693756,3
0.0703667,3
0.0713578,3
0.0723489,3
0.0733399,3
0.074331,3
0.0753221,3
0.0763132,3
0.0773043,3
0.0782953,3
0.0792864,3
0.0802775,3
0.0812686,3
0.0822597,3
0.0832507,3
0.0842418,3
0.0852329,3
0.086224,3
0.0872151,3
0.0882061,3
0.0891972,3
0.0901883,4
0.0911794,4
0.0921705,4
0.0931615,4
0.0941526,4
0.0951437,4
0.0961348,4
0.0971259,6
0.0981169,6
0.099108,6
0.100099,7
0.10109,7
0.102081,7
0.103072,7
0.104063,7
0.105055,7
0.106046,7
0.107037,7
0.108028,7
0.109019,7
0.11001,7
0.111001,8
0.111992,8
0.112983,9
0.113974,9
0.114965,10
0.115956,10
0.116947,10
0.117939,10
0.11893,10
0.119921,10
0.120912,10
0.121903,10
0.122894,11
0.123885,11
0.124876,11
0.125867,11
0.126858,11
0.127849,11
0.12884,11
0.129832,11
0.130823,11
0.131814,11
0.132805,11
0.133796,11
0.134787,11
0.135778,11
0.136769,11
0.13776,11
0.138751,11
0.139742,11
0.140733,12
0.141724,12
0.142716,12
0.143707,13
0.144698,13
0.145689,13
0.14668,14
0.147671,14
0.148662,14
0.149653,14
0.150644,15
0.151635,16
0.152626,16
0.153617,16
0.154609,16
0.1556,16
0.156591,16
0.157582,16
0.158573,16
0.159564,16
0.160555,16
0.161546,16
0.162537,16
0.163528,16
0.164519,16
0.16551,16
0.166501,16
0.167493,16
0.168484,16
0.169475,16
0.170466,16
0.171457,16
0.172448,16
0.173439,16
0.17443,16
0.175421,16
0.176412,16
0.177403,16
0.178394,16
0.179386,16
0.180377,16
0.181368,17
0.182359,17
0.18335,17
0.184341,17
0.185332,18
0.186323,18
0.187314,18
0.188305,18
0.189296,18
0.190287,18
0.191278,18
0.19227,18
0.193261,19
0.194252,19
0.195243,20
0.196234,20
0.197225,20
0.198216,21
0.199207,21
0.200198,21
0.201189,21
0.20218,21
0.203171,21
0.204163,22
0.205154,22
