0.00099108,0
0.00198216,0
0.00297324,0
0.00396432,0
0.0049554,0
0.00594648,0
0.00693756,0
0.00792864,0
0.00891972,0
0.0099108,0
0.0109019,0
0.011893,0
0.012884,0
0.0138751,0
0.0148662,0
0.0158573,0
0.0168484,0
0.0178394,0
0.0188305,0
0.0198216,0
0.0208127,0
0.0218038,0
0.0227948,0
0.0237859,0
0.024777,0
0.0257681,0
0.0267592,0
0.0277502,0
0.0287413,0
0.0297324,0
0.0307235,0
0.0317146,0
0.0327056,0
0.0336967,0
0.0346878,0
0.0356789,0
0.03667,0
0.037661,0
0.0386521,0
0.0396432,0
0.0406343,0
0.0416254,0
0.0426165,0
0.0436075,0
0.0445986,0
0.0455897,0
0.0465808,0
0.0475719,0
0.0485629,0
0.049554,0
0.0505451,0
0.0515362,0
0.0525273,0
0.0535183,0
0.0545094,0
0.0555005,0
0.0564916,0
0.0574827,0
0.0584737,0
0.0594648,0
0.0604559,0
0.061447,0
0.0624381,1
0.0634291,1
0.0644202,1
0.0654113,1
0.0664024,1
0.0673935,1
0.0683845,1
0.0693756,1
0.0703667,1
0.0713578,1
0.0723489,1
0.0733399,1
0.074331,1
0.0753221,1
0.0763132,1
0.0773043,1
0.0782953,1
0.0792864,1
0.0802775,1
0.0812686,1
0.0822597,1
0.0832507,1
0.0842418,1
0.0852329,1
0.086224,1
0.0872151,1
0.0882061,1
0.0891972,1
0.0901883,1
0.0911794,1
0.0921705,1
0.0931615,1
0.0941526,1
0.0951437,1
0.0961348,1
0.0971259,1
0.0981169,1
0.099108,1
0.100099,1
0.10109,1
0.102081,1
0.103072,2
0.104063,2
0.105055,3
0.106046,4
0.107037,4
0.108028,4
0.109019,4
0.11001,4
0.111001,4
0.111992,4
0.112983,4
0.113974,4
0.114965,4
0.115956,4
0.116947,5
0.117939,5
0.11893,5
0.119921,5
0.120912,6
0.121903,6
0.122894,6
0.123885,6
0.124876,6
0.125867,6
0.126858,6
0.127849,6
0.12884,6
0.129832,6
0.130823,6
0.131814,7
0.132805,7
0.133796,7
0.134787,7
0.135778,7
0.136769,7
0.13776,7
0.138751,7
0.139742,7
0.140733,7
0.141724,7
0.142716,7
0.143707,7
0.144698,8
0.145689,8
0.14668,8
0.147671,8
0.148662,8
0.149653,9
0.150644,9
0.151635,9
0.152626,9
0.153617,9
0.154609,9
0.1556,9
0.156591,9
0.157582,10
0.158573,10
0.159564,10
0.160555,10
0.161546,10
0.162537,10
0.163528,10
0.164519,10
0.16551,10
0.166501,10
0.167493,10
0.168484,10
0.169475,11
0.170466,11
0.171457,11
0.172448,11
0.173439,11
0.17443,11
0.175421,11
0.176412,12
0.177403,12
0.178394,12
0.179386,12
0.180377,14
0.181368,14
0.182359,14
0.18335,14
0.184341,14
0.185332,14
0.186323,14
0.187314,14
0.188305,14
0.189296,14
0.190287,14
0.191278,14
0.19227,14
0.193261,15
0.194252,15
0.195243,15
0.196234,17
0.197225,17
0.198216,17
0.199207,17
0.200198,17
0.201189,17
0.20218,17
0.203171,18
0.204163,18
0.205154,18
